old_path	new_path	status	reason	text_references
python/sglang/srt/vpipe/config.py	vskipper/src/vskipper/runtime/config.py	required	Runtime implementation, integration resource or deployment configuration.	python/sglang/srt/layers/attention/flashinfer_backend.py;python/sglang/srt/managers/schedule_batch.py;python/sglang/srt/managers/scheduler.py;python/sglang/srt/model_executor/cuda_graph_buffer_registry.py;python/sglang/srt/model_executor/forward_batch_info.py;python/sglang/srt/model_executor/model_runner.py;python/sglang/srt/model_executor/runner/base_runner.py;python/sglang/srt/model_executor/runner/decode_cuda_graph_runner.py;python/sglang/srt/model_executor/runner/prefill_cuda_graph_runner.py;python/sglang/srt/model_executor/runner_utils/buffers.py;python/sglang/srt/speculative/eagle_draft_cuda_graph_runner.py;python/sglang/srt/vpipe/attestation.py;python/sglang/srt/vpipe/batch.py;python/sglang/srt/vpipe/executor.py;python/sglang/srt/vpipe/graph_backend.py;python/sglang/srt/vpipe/graphs.py;python/sglang/srt/vpipe/mlp.py;python/sglang/srt/vpipe/mlp_compact.py;python/sglang/srt/vpipe/seam.py;python/sglang/srt/vpipe/validation.py;test/vp/gate_tests/test_arm_fields.py;test/vp/gate_tests/test_cross_arm_allowlist.py;test/vp/gate_tests/test_cross_arm_config.py;test/vp/gates/verify_cross_arm_config.py;test/vp/run_paired_campaign.py
python/sglang/srt/vpipe/coverage.py	vskipper/src/vskipper/runtime/coverage.py	required	Runtime implementation, integration resource or deployment configuration.	python/sglang/srt/model_executor/model_runner.py;python/sglang/srt/model_executor/runner/decode_cuda_graph_runner.py;python/sglang/srt/vpipe/attestation.py;python/sglang/srt/vpipe/eager.py;python/sglang/srt/vpipe/executor.py;python/sglang/srt/vpipe/seam.py;test/vp/graph_coverage.py;test/vp/test_coverage_dense.py
python/sglang/srt/vpipe/csrc/cuda_conditional_graph.cu	vskipper/src/vskipper/kernels/csrc/cuda_conditional_graph.cu	required	Runtime implementation, integration resource or deployment configuration.	test/vp/build_cuda_conditional_graph_helper.sh
python/sglang/srt/vpipe/design.py	vskipper/src/vskipper/runtime/design.py	required	Runtime implementation, integration resource or deployment configuration.	docs/vskipper/01-environment.md;docs/vskipper/02-run-experiments.md;docs/vskipper/README.md;docs/vskipper/gates.md;python/sglang/srt/model_executor/model_runner.py;python/sglang/srt/model_executor/runner/prefill_cuda_graph_runner.py;python/sglang/srt/vpipe/attestation.py;python/sglang/srt/vpipe/common.py;python/sglang/srt/vpipe/config.py;python/sglang/srt/vpipe/coverage.py;python/sglang/srt/vpipe/graph_backend.py;python/sglang/srt/vpipe/roofline.py;python/sglang/srt/vpipe/seam.py;python/sglang/srt/vpipe/skipper.py;python/sglang/srt/vpipe/validation.py;scripts/equivalence/README.md;test/vp/example_skipper_plugin.py;test/vp/gate_tests/test_arm_fields.py;test/vp/gate_tests/test_canonical_device_key.py;test/vp/gate_tests/test_paired_driver_invocation.py;test/vp/gate_tests/test_randomskip_sweep_arms.py;test/vp/gate_tests/test_skipper_projector_split.py;test/vp/gates/box_vpcov_arm.sh;test/vp/gates/campaign_preflight.py;test/vp/gates/cell_gates.py;test/vp/gates/test_verify_served_design.py;test/vp/gates/verify_default_conformance.py;test/vp/gates/verify_served_design.py;test/vp/hardware_bands_table.py;test/vp/make_expected_runtime.py;test/vp/run_paired_campaign.py;test/vp/test_binary_cohort_shapes.py;test/vp/test_coverage_dense.py;test/vp/vstar_dump.py
python/sglang/srt/vpipe/device_roofline.json	vskipper/src/vskipper/runtime/device_roofline.json	required	Runtime implementation, integration resource or deployment configuration.	deploy/hosts/vast-l40s.json;deploy/hosts/vast-rtx5880.json;deploy/hosts/vast-rtxa6000.json;python/sglang/srt/vpipe/design.py;python/sglang/srt/vpipe/roofline.py;test/vp/gate_tests/test_canonical_device_key.py;test/vp/gate_tests/test_roofline_band.py;test/vp/hardware_bands_table.py
python/sglang/srt/vpipe/eager.py	vskipper/src/vskipper/runtime/eager.py	required	Runtime implementation, integration resource or deployment configuration.	python/sglang/srt/model_executor/model_runner.py;python/sglang/srt/vpipe/seam.py
python/sglang/srt/vpipe/env.py	vskipper/src/vskipper/runtime/env.py	required	Runtime implementation, integration resource or deployment configuration.	python/sglang/srt/model_executor/model_runner.py;python/sglang/srt/model_executor/runner/base_cuda_graph_runner.py;python/sglang/srt/model_executor/runner/decode_cuda_graph_runner.py;python/sglang/srt/model_executor/runner/prefill_cuda_graph_runner.py;python/sglang/srt/models/qwen3.py;python/sglang/srt/vpipe/attestation.py;python/sglang/srt/vpipe/batch.py;python/sglang/srt/vpipe/common.py;python/sglang/srt/vpipe/config.py;python/sglang/srt/vpipe/executor.py;python/sglang/srt/vpipe/graph_backend.py;python/sglang/srt/vpipe/mlp.py;python/sglang/srt/vpipe/mlp_compact.py;python/sglang/srt/vpipe/routing.py;python/sglang/srt/vpipe/seam.py;python/sglang/srt/vpipe/skipper.py;python/sglang/srt/vpipe/types.py;python/sglang/srt/vpipe/validation.py
python/sglang/srt/vpipe/executor.py	vskipper/src/vskipper/runtime/executor.py	required	Runtime implementation, integration resource or deployment configuration.	python/sglang/srt/model_executor/model_runner.py;python/sglang/srt/vpipe/graphs.py;python/sglang/srt/vpipe/routing.py;python/sglang/srt/vpipe/seam.py;python/sglang/srt/vpipe/validation.py
python/sglang/srt/vpipe/graph_backend.py	vskipper/src/vskipper/integration/sglang/graph_backend.py	required	Runtime implementation, integration resource or deployment configuration.	python/sglang/srt/model_executor/runner/decode_cuda_graph_runner.py;python/sglang/srt/model_executor/runner_backend/utils.py
python/sglang/srt/vpipe/graphs.py	vskipper/src/vskipper/integration/sglang/graphs.py	required	Runtime implementation, integration resource or deployment configuration.	python/sglang/srt/vpipe/design.py;python/sglang/srt/vpipe/graph_backend.py
python/sglang/srt/vpipe/kernel.py	vskipper/src/vskipper/kernels/kernel.py	required	Runtime implementation, integration resource or deployment configuration.	python/sglang/srt/model_executor/model_runner.py;python/sglang/srt/vpipe/attestation.py;python/sglang/srt/vpipe/common.py;python/sglang/srt/vpipe/executor.py;python/sglang/srt/vpipe/mlp.py;python/sglang/srt/vpipe/mlp_compact.py;python/sglang/srt/vpipe/roofline.py;test/vp/gate_tests/test_canonical_device_key.py;test/vp/gates/verify_execution_differences.py;test/vp/test_binary_cohort_configs.py;test/vp/test_binary_cohort_layer_compose.py;test/vp/test_binary_cohort_matmul.py;test/vp/test_body_hardening.py;test/vp/test_count_gemm_fused_io.py;test/vp/test_count_gemm_guard.py;test/vp/test_count_silu_mul_tiled.py;test/vp/tune_count_gemm_tiles.py
python/sglang/srt/vpipe/kv_commit.py	vskipper/src/vskipper/runtime/kv_commit.py	required	Runtime implementation, integration resource or deployment configuration.	python/sglang/srt/vpipe/cohort.py;python/sglang/srt/vpipe/common.py;python/sglang/srt/vpipe/routing.py
python/sglang/srt/vpipe/mlp.py	vskipper/src/vskipper/kernels/mlp.py	required	Runtime implementation, integration resource or deployment configuration.	python/sglang/srt/vpipe/batch.py;python/sglang/srt/vpipe/executor.py;test/vp/bench_fd_conditional_oracle.py;test/vp/bench_fd_layer_policy_oracle.py;test/vp/test_binary_cohort_capture.py;test/vp/test_binary_cohort_executor.py;test/vp/test_binary_cohort_shapes.py;test/vp/test_body_hardening.py;test/vp/test_coverage_dense.py;test/vp/test_prefill_cublas_branch.py;test/vp/test_prefill_fallback.py
python/sglang/srt/vpipe/mlp_compact.py	vskipper/src/vskipper/kernels/mlp_compact.py	required	Runtime implementation, integration resource or deployment configuration.	python/sglang/srt/vpipe/attestation.py;python/sglang/srt/vpipe/graphs.py;python/sglang/srt/vpipe/mlp.py;python/sglang/srt/vpipe/validation.py;test/vp/bench_cohort_gemm_paths.py;test/vp/bench_fd_conditional_oracle.py;test/vp/bench_fd_layer_policy_oracle.py;test/vp/tune_fd_full_graph_moe.py
python/sglang/srt/vpipe/regime.py	vskipper/src/vskipper/runtime/regime.py	required	Runtime implementation, integration resource or deployment configuration.	python/sglang/srt/model_executor/runner/decode_cuda_graph_runner.py;python/sglang/srt/model_executor/runner/prefill_cuda_graph_runner.py;python/sglang/srt/vpipe/attestation.py;python/sglang/srt/vpipe/graph_backend.py;python/sglang/srt/vpipe/seam.py;test/vp/test_coverage_dense.py;test/vp/test_prefill_engagement_lazy_fold.py
python/sglang/srt/vpipe/roofline.py	vskipper/src/vskipper/runtime/roofline.py	required	Runtime implementation, integration resource or deployment configuration.	python/sglang/srt/model_executor/model_runner.py;python/sglang/srt/vpipe/common.py;python/sglang/srt/vpipe/design.py;test/vp/gate_tests/test_arm_fields.py;test/vp/gate_tests/test_canonical_device_key.py;test/vp/gate_tests/test_roofline_band.py;test/vp/gates/verify_execution_differences.py;test/vp/hardware_bands_table.py
python/sglang/srt/vpipe/routing.py	vskipper/src/vskipper/runtime/routing.py	required	Runtime implementation, integration resource or deployment configuration.	python/sglang/srt/models/llama.py;python/sglang/srt/vpipe/common.py;python/sglang/srt/vpipe/executor.py;python/sglang/srt/vpipe/graphs.py;python/sglang/srt/vpipe/mlp.py;python/sglang/srt/vpipe/mlp_compact.py;python/sglang/srt/vpipe/seam.py;test/vp/bench_fd_conditional_oracle.py;test/vp/make_mock_fd_weights.py;test/vp/test_count_gemm_fused_io.py;test/vp/test_fd_rmsnorm_fused.py;test/vp/test_prefill_cublas_branch.py;test/vp/test_prefill_fallback.py;test/vp/test_route_decide_fused.py;test/vp/test_route_maps_masked.py
python/sglang/srt/vpipe/seam.py	vskipper/src/vskipper/integration/sglang/seam.py	required	Runtime implementation, integration resource or deployment configuration.	python/sglang/srt/model_executor/runner/prefill_cuda_graph_runner.py;python/sglang/srt/models/llama.py;python/sglang/srt/models/qwen3.py;python/sglang/srt/vpipe/routing.py;test/vp/gate_tests/test_skipper_projector_split.py
python/sglang/srt/vpipe/skipper.py	vskipper/src/vskipper/runtime/skipper.py	required	Runtime implementation, integration resource or deployment configuration.	python/sglang/srt/vpipe/attestation.py;python/sglang/srt/vpipe/batch.py;python/sglang/srt/vpipe/common.py;python/sglang/srt/vpipe/config.py;python/sglang/srt/vpipe/design.py;python/sglang/srt/vpipe/seam.py;python/sglang/srt/vpipe/types.py;python/sglang/srt/vpipe/validation.py;test/vp/example_skipper_plugin.py;test/vp/gate_tests/test_arm_fields.py;test/vp/gate_tests/test_skipper_projector_split.py
python/sglang/srt/vpipe/types.py	vskipper/src/vskipper/runtime/types.py	required	Runtime implementation, integration resource or deployment configuration.	python/sglang/srt/model_executor/forward_batch_info.py;python/sglang/srt/model_executor/runner/base_runner.py;python/sglang/srt/model_executor/runner/decode_cuda_graph_runner.py;python/sglang/srt/vpipe/common.py;python/sglang/srt/vpipe/routing.py;python/sglang/srt/vpipe/skipper.py;python/sglang/srt/vpipe/validation.py;test/vp/bench_fd_conditional_oracle.py;test/vp/example_skipper_plugin.py;test/vp/gate_tests/test_canonical_device_key.py;test/vp/gate_tests/test_skipper_projector_split.py;test/vp/test_binary_cohort_capture.py;test/vp/test_binary_cohort_executor.py;test/vp/test_binary_cohort_shapes.py;test/vp/test_body_hardening.py;test/vp/test_coverage_dense.py
python/sglang/srt/vpipe/validation.py	vskipper/src/vskipper/runtime/validation.py	required	Runtime implementation, integration resource or deployment configuration.	python/sglang/srt/model_executor/model_runner.py;python/sglang/srt/vpipe/batch.py;python/sglang/srt/vpipe/design.py;python/sglang/srt/vpipe/eager.py;python/sglang/srt/vpipe/seam.py;test/vp/gate_tests/test_skipper_projector_split.py;test/vp/test_commit_overlap_gate.py;test/vp/test_coverage_dense.py;test/vp/test_execution_mode_gate.py
scripts/check_anonymity.sh	vskipper/scripts/check_anonymity.sh	unresolved-retained	No explicit source/document caller found; standalone entrypoint retained pending semantic audit.	
scripts/equivalence/README.md	vskipper/scripts/equivalence/README.md	retained	Referenced by retained source or documentation; caller review required before retirement.	docs/vskipper/removed.md;test/vp/gates/gates_box.sh;training/qwen3-flexidepth/bin/hf_push_ckpt.sh
scripts/equivalence/ab_compare.py	vskipper/scripts/equivalence/ab_compare.py	retained	Referenced by retained source or documentation; caller review required before retirement.	docs/vskipper/removed.md;scripts/equivalence/README.md;test/vp/gates/README.md;test/vp/refactor_ab/README.md;test/vp/refactor_ab/hpc_ab_run.sh;test/vp/refactor_ab/hpc_preflight.sh
scripts/reproduce_analysis.sh	vskipper/scripts/reproduce_analysis.sh	retained	Referenced by retained source or documentation; caller review required before retirement.	docs/vskipper/02-run-experiments.md;docs/vskipper/03-run-analysis.md;scripts/equivalence/README.md
test/vp/ablation_table.py	vskipper/src/vskipper/analysis/ablation_table.py	required	Frozen reviewer reproduction recipe dependency.	docs/vskipper/03-run-analysis.md;scripts/reproduce_analysis.sh
test/vp/abs_macros.py	vskipper/src/vskipper/analysis/abs_macros.py	required	Frozen reviewer reproduction recipe dependency.	docs/vskipper/03-run-analysis.md;scripts/reproduce_analysis.sh
test/vp/absolutes_table.py	vskipper/src/vskipper/analysis/absolutes_table.py	required	Frozen reviewer reproduction recipe dependency.	docs/vskipper/03-run-analysis.md;scripts/reproduce_analysis.sh
test/vp/analyze_qps_evaluation.py	vskipper/src/vskipper/experiments/analyze_qps_evaluation.py	retained	Referenced by retained source or documentation; caller review required before retirement.	test/vp/gates/cell_gates.py
test/vp/analyze_termination.py	vskipper/src/vskipper/experiments/analyze_termination.py	retained	Referenced by retained source or documentation; caller review required before retirement.	docs/vskipper/removed.md;test/vp/run_fair_evaluation_contract_direct.py
test/vp/attested_skip.py	vskipper/src/vskipper/experiments/attested_skip.py	unresolved-retained	No explicit source/document caller found; standalone entrypoint retained pending semantic audit.	
test/vp/attribution_table.py	vskipper/src/vskipper/experiments/attribution_table.py	unresolved-retained	No explicit source/document caller found; standalone entrypoint retained pending semantic audit.	
test/vp/bank_from_harvest.py	vskipper/src/vskipper/experiments/bank_from_harvest.py	retained	Referenced by retained source or documentation; caller review required before retirement.	test/vp/run_natural_harvest.py
test/vp/bbh_cot_fewshot/_bbh.yaml	vskipper/src/vskipper/experiments/bbh_cot_fewshot/_bbh.yaml	unresolved-retained	No explicit source/document caller found; standalone entrypoint retained pending semantic audit.	
test/vp/bbh_cot_fewshot/_bbh_cot_fewshot.yaml	vskipper/src/vskipper/experiments/bbh_cot_fewshot/_bbh_cot_fewshot.yaml	unresolved-retained	No explicit source/document caller found; standalone entrypoint retained pending semantic audit.	
test/vp/bbh_cot_fewshot/_cot_fewshot_template_yaml	vskipper/src/vskipper/experiments/bbh_cot_fewshot/_cot_fewshot_template_yaml	retained	Referenced by retained source or documentation; caller review required before retirement.	test/vp/bbh_cot_fewshot/boolean_expressions.yaml;test/vp/bbh_cot_fewshot/causal_judgement.yaml;test/vp/bbh_cot_fewshot/date_understanding.yaml;test/vp/bbh_cot_fewshot/disambiguation_qa.yaml;test/vp/bbh_cot_fewshot/dyck_languages.yaml;test/vp/bbh_cot_fewshot/formal_fallacies.yaml;test/vp/bbh_cot_fewshot/geometric_shapes.yaml;test/vp/bbh_cot_fewshot/hyperbaton.yaml;test/vp/bbh_cot_fewshot/logical_deduction_five_objects.yaml;test/vp/bbh_cot_fewshot/logical_deduction_seven_objects.yaml;test/vp/bbh_cot_fewshot/logical_deduction_three_objects.yaml;test/vp/bbh_cot_fewshot/movie_recommendation.yaml;test/vp/bbh_cot_fewshot/multistep_arithmetic_two.yaml;test/vp/bbh_cot_fewshot/navigate.yaml;test/vp/bbh_cot_fewshot/object_counting.yaml;test/vp/bbh_cot_fewshot/penguins_in_a_table.yaml;test/vp/bbh_cot_fewshot/reasoning_about_colored_objects.yaml;test/vp/bbh_cot_fewshot/ruin_names.yaml;test/vp/bbh_cot_fewshot/salient_translation_error_detection.yaml;test/vp/bbh_cot_fewshot/snarks.yaml;test/vp/bbh_cot_fewshot/sports_understanding.yaml;test/vp/bbh_cot_fewshot/temporal_sequences.yaml;test/vp/bbh_cot_fewshot/tracking_shuffled_objects_five_objects.yaml;test/vp/bbh_cot_fewshot/tracking_shuffled_objects_seven_objects.yaml;test/vp/bbh_cot_fewshot/tracking_shuffled_objects_three_objects.yaml;test/vp/bbh_cot_fewshot/web_of_lies.yaml;test/vp/bbh_cot_fewshot/word_sorting.yaml
test/vp/bbh_cot_fewshot/boolean_expressions.yaml	vskipper/src/vskipper/experiments/bbh_cot_fewshot/boolean_expressions.yaml	unresolved-retained	No explicit source/document caller found; standalone entrypoint retained pending semantic audit.	
test/vp/bbh_cot_fewshot/causal_judgement.yaml	vskipper/src/vskipper/experiments/bbh_cot_fewshot/causal_judgement.yaml	unresolved-retained	No explicit source/document caller found; standalone entrypoint retained pending semantic audit.	
test/vp/bbh_cot_fewshot/date_understanding.yaml	vskipper/src/vskipper/experiments/bbh_cot_fewshot/date_understanding.yaml	unresolved-retained	No explicit source/document caller found; standalone entrypoint retained pending semantic audit.	
test/vp/bbh_cot_fewshot/disambiguation_qa.yaml	vskipper/src/vskipper/experiments/bbh_cot_fewshot/disambiguation_qa.yaml	unresolved-retained	No explicit source/document caller found; standalone entrypoint retained pending semantic audit.	
test/vp/bbh_cot_fewshot/dyck_languages.yaml	vskipper/src/vskipper/experiments/bbh_cot_fewshot/dyck_languages.yaml	unresolved-retained	No explicit source/document caller found; standalone entrypoint retained pending semantic audit.	
test/vp/bbh_cot_fewshot/formal_fallacies.yaml	vskipper/src/vskipper/experiments/bbh_cot_fewshot/formal_fallacies.yaml	unresolved-retained	No explicit source/document caller found; standalone entrypoint retained pending semantic audit.	
test/vp/bbh_cot_fewshot/geometric_shapes.yaml	vskipper/src/vskipper/experiments/bbh_cot_fewshot/geometric_shapes.yaml	unresolved-retained	No explicit source/document caller found; standalone entrypoint retained pending semantic audit.	
test/vp/bbh_cot_fewshot/hyperbaton.yaml	vskipper/src/vskipper/experiments/bbh_cot_fewshot/hyperbaton.yaml	unresolved-retained	No explicit source/document caller found; standalone entrypoint retained pending semantic audit.	
test/vp/bbh_cot_fewshot/logical_deduction_five_objects.yaml	vskipper/src/vskipper/experiments/bbh_cot_fewshot/logical_deduction_five_objects.yaml	unresolved-retained	No explicit source/document caller found; standalone entrypoint retained pending semantic audit.	
test/vp/bbh_cot_fewshot/logical_deduction_seven_objects.yaml	vskipper/src/vskipper/experiments/bbh_cot_fewshot/logical_deduction_seven_objects.yaml	unresolved-retained	No explicit source/document caller found; standalone entrypoint retained pending semantic audit.	
test/vp/bbh_cot_fewshot/logical_deduction_three_objects.yaml	vskipper/src/vskipper/experiments/bbh_cot_fewshot/logical_deduction_three_objects.yaml	unresolved-retained	No explicit source/document caller found; standalone entrypoint retained pending semantic audit.	
test/vp/bbh_cot_fewshot/movie_recommendation.yaml	vskipper/src/vskipper/experiments/bbh_cot_fewshot/movie_recommendation.yaml	unresolved-retained	No explicit source/document caller found; standalone entrypoint retained pending semantic audit.	
